,Chucky,Hammer,Katze,Kreatur,Munster,Pedro,binary_alpha_digits,caltech101,caltech_birds2010,caltech_birds2011,cats_vs_dogs,cifar100,cifar10,colorectal_histology,deep_weeds,default,eurosat,fashion_mnist,horses_or_humans,mnist
Pedro_36,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_37,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_38,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_39,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_40,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_41,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_42,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_43,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_44,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_45,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_46,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_47,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_48,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_49,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_50,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_51,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_52,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_53,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_54,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_55,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_56,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_57,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_58,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_59,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_60,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_61,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_62,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_63,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_64,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_65,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_66,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_67,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_68,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_69,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_70,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_71,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_72,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_73,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_74,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_75,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_76,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_77,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_78,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_79,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_80,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_81,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_82,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_83,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_84,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_85,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_86,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_87,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_88,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_89,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_90,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_91,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_92,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_93,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_94,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_95,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_96,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_97,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_98,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
Pedro_99,0.64740,0.65018,0.68169,0.70157,0.66019,0.70516,0.71867,0.50129,0.72701,0.71600,0.64879,0.65028,0.70732,0.69162,0.51474,0.72303,0.62636,0.70348,0.68585,0.68225
binary_alpha_digits_0,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_1,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_2,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_3,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_4,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_5,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_6,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_7,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_8,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_9,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_10,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_11,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_12,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_13,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_14,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_15,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_16,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_17,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_18,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_19,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_20,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_21,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_22,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_23,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_24,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_25,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_26,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_27,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_28,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_29,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_30,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_31,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_32,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_33,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_34,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_35,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_36,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_37,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_38,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_39,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_40,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_41,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_42,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_43,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_44,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_45,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_46,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_47,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_48,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_49,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_50,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_51,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_52,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_53,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_54,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_55,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_56,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_57,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_58,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_59,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_60,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
binary_alpha_digits_61,0.95874,0.95906,0.96336,0.95443,0.96637,0.94436,0.96568,0.96086,0.96013,0.95441,0.95996,0.96506,0.96650,0.96830,0.96238,0.96333,0.96177,0.96202,0.95930,0.96325
