,Chucky,Hammer,Katze,Kreatur,Munster,Pedro,binary_alpha_digits,caltech101,caltech_birds2010,caltech_birds2011,cats_vs_dogs,cifar100,cifar10,colorectal_histology,deep_weeds,default,eurosat,fashion_mnist,horses_or_humans,mnist
deep_weeds_13,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_14,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_15,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_16,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_17,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_18,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_19,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_20,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_21,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_22,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_23,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_24,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_25,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_26,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_27,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_28,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_29,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_30,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_31,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_32,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_33,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_34,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_35,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_36,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_37,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_38,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_39,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_40,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_41,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_42,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_43,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_44,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_45,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_46,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_47,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_48,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_49,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_50,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_51,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_52,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_53,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_54,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_55,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_56,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_57,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_58,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_59,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_60,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_61,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_62,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_63,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_64,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_65,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_66,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_67,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_68,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_69,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_70,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_71,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_72,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_73,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_74,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_75,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_76,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_77,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_78,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_79,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_80,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_81,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_82,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_83,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_84,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_85,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_86,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_87,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_88,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_89,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_90,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_91,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_92,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_93,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_94,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_95,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_96,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_97,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_98,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
deep_weeds_99,0.65764,0.72734,0.58653,0.62157,0.62183,0.55877,0.60163,0.64080,0.58287,0.60343,0.65851,0.67761,0.70469,0.68059,0.64559,0.63784,0.67683,0.67452,0.60482,0.65971
eurosat_0,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_1,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_2,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_3,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_4,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_5,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_6,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_7,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_8,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_9,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_10,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_11,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_12,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_13,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_14,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_15,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_16,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_17,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_18,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_19,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_20,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_21,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_22,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_23,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_24,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_25,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_26,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_27,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_28,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_29,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_30,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_31,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_32,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_33,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_34,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_35,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_36,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_37,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_38,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_39,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
eurosat_40,0.92703,0.97906,0.97755,0.96502,0.97778,0.94477,0.96261,0.92256,0.91576,0.95934,0.97560,0.97430,0.97368,0.97798,0.97828,0.97363,0.97830,0.97316,0.96680,0.92625
